binary_splits,confidence_factor,config_laplace,leaves,min_num_obj,num_folds,precision,reduced_error_pruning,save_instance_data,subtree_raising,tree_size,unpruned
True,0.3,False,19.0,4,,69.7561,False,False,True,37.0,False
True,0.3,True,11.0,8,,69.7561,False,True,True,21.0,False
True,0.6,False,13.0,8,,69.7561,False,False,False,25.0,False
True,,True,11.0,2,8.0,69.7561,True,False,False,21.0,False
False,,False,28.0,6,8.0,69.7561,True,False,False,35.0,False
True,0.3,True,19.0,4,,69.7561,False,False,True,37.0,False
True,0.8,True,13.0,8,,69.7561,False,False,False,25.0,False
False,,True,36.0,4,6.0,69.7561,True,False,False,46.0,False
True,0.3,True,18.0,4,,69.7561,False,True,False,35.0,False
False,,True,74.0,2,2.0,69.7561,True,False,True,87.0,False
True,0.7,True,13.0,8,,69.7561,False,False,True,25.0,False
True,0.3,False,19.0,4,,69.7561,False,True,True,37.0,False
True,0.4,True,19.0,4,,69.7561,False,False,True,37.0,False
True,0.5,True,15.0,7,,69.7561,False,False,True,29.0,False
False,,True,74.0,2,2.0,69.7561,True,True,True,87.0,False
True,0.3,False,18.0,4,,69.7561,False,True,False,35.0,False
False,,True,47.0,1,7.0,69.7561,True,False,True,62.0,False
True,0.4,False,15.0,7,,69.7561,False,False,True,29.0,False
True,,True,11.0,2,8.0,69.7561,True,False,True,21.0,False
True,0.7,False,13.0,8,,69.7561,False,True,True,25.0,False
True,0.4,False,19.0,4,,69.7561,False,False,True,37.0,False
True,0.4,True,12.0,8,,69.7561,False,False,False,23.0,False
True,0.8,False,13.0,8,,69.7561,False,False,True,25.0,False
True,0.4,False,18.0,4,,69.7561,False,False,False,35.0,False
True,,False,13.0,8,,69.7561,False,True,False,25.0,True
True,,False,11.0,2,8.0,69.7561,True,True,True,21.0,False
True,0.3,False,18.0,4,,69.7561,False,False,False,35.0,False
True,0.5,True,15.0,7,,69.7561,False,True,True,29.0,False
True,0.8,True,13.0,8,,69.7561,False,True,True,25.0,False
True,0.9,False,13.0,8,,69.7561,False,False,True,25.0,False
False,,True,34.0,2,7.0,69.7561,True,False,False,47.0,False
True,0.4,True,18.0,4,,69.7561,False,False,False,35.0,False
True,0.3,False,11.0,8,,69.7561,False,False,False,21.0,False
True,0.9,False,13.0,8,,69.7561,False,False,False,25.0,False
True,0.5,True,12.0,8,,69.7561,False,False,False,23.0,False
True,0.8,True,13.0,8,,69.7561,False,True,False,25.0,False
True,0.8,False,13.0,8,,69.7561,False,True,False,25.0,False
False,,True,34.0,2,7.0,69.7561,True,True,True,47.0,False
False,,False,30.0,6,6.0,69.7561,True,False,False,39.0,False
False,,False,47.0,1,7.0,69.7561,True,False,True,62.0,False
True,0.3,True,18.0,4,,69.7561,False,False,False,35.0,False
False,,True,74.0,2,2.0,69.7561,True,True,False,87.0,False
True,0.4,False,18.0,4,,69.7561,False,True,False,35.0,False
True,0.4,True,15.0,7,,69.7561,False,False,True,29.0,False
True,0.9,True,13.0,8,,69.7561,False,False,False,25.0,False
True,,True,11.0,2,8.0,69.7561,True,True,False,21.0,False
False,,True,47.0,1,7.0,69.7561,True,False,False,62.0,False
False,,True,36.0,4,6.0,69.7561,True,True,True,46.0,False
False,,True,47.0,1,7.0,69.7561,True,True,True,62.0,False
True,0.9,True,13.0,8,,69.7561,False,False,True,25.0,False
True,,True,13.0,8,,69.7561,False,False,False,25.0,True
True,0.4,True,18.0,4,,69.7561,False,True,False,35.0,False
True,0.5,True,12.0,8,,69.7561,False,True,False,23.0,False
True,,False,11.0,2,8.0,69.7561,True,False,False,21.0,False
True,0.7,False,13.0,8,,69.7561,False,True,False,25.0,False
True,0.8,False,13.0,8,,69.7561,False,False,False,25.0,False
True,0.7,True,13.0,8,,69.7561,False,False,False,25.0,False
True,,False,11.0,2,8.0,69.7561,True,False,True,21.0,False
True,0.4,False,19.0,4,,69.7561,False,True,True,37.0,False
True,0.4,True,19.0,4,,69.7561,False,True,True,37.0,False
True,0.3,True,19.0,4,,69.7561,False,True,True,37.0,False
True,0.3,False,11.0,8,,69.7561,False,True,True,21.0,False
True,0.5,False,15.0,7,,69.7561,False,False,True,29.0,False
True,0.6,False,13.0,8,,69.7561,False,True,True,25.0,False
True,0.5,False,15.0,7,,69.7561,False,True,True,29.0,False
True,0.7,True,13.0,8,,69.7561,False,True,False,25.0,False
False,,True,34.0,2,7.0,69.7561,True,True,False,47.0,False
False,,False,30.0,6,6.0,69.7561,True,True,True,39.0,False
True,0.7,False,13.0,8,,69.7561,False,False,False,25.0,False
False,,True,34.0,2,7.0,69.7561,True,False,True,47.0,False
True,0.4,True,15.0,7,,69.7561,False,True,True,29.0,False
True,,True,13.0,8,,69.7561,False,True,False,25.0,True
False,,False,47.0,1,7.0,69.7561,True,True,False,62.0,False
True,,False,13.0,8,,69.7561,False,False,False,25.0,True
True,0.4,False,12.0,8,,69.7561,False,False,False,23.0,False
True,0.6,True,13.0,8,,69.7561,False,True,False,25.0,False
True,0.4,False,15.0,7,,69.7561,False,True,True,29.0,False
True,0.6,True,13.0,8,,69.7561,False,True,True,25.0,False
False,,True,28.0,5,8.0,70.2439,True,False,False,35.0,False
False,0.5,True,37.0,5,,70.2439,False,True,False,53.0,False
False,0.5,False,37.0,5,,70.2439,False,True,True,53.0,False
False,0.5,False,37.0,5,,70.2439,False,False,True,53.0,False
False,0.1,False,34.0,6,,70.2439,False,True,True,47.0,False
True,0.5,True,12.0,8,,70.2439,False,True,True,23.0,False
False,,False,34.0,2,7.0,70.2439,True,False,True,47.0,False
False,,False,74.0,2,2.0,70.2439,True,True,False,87.0,False
True,0.1,True,11.0,9,,70.2439,False,True,True,21.0,False
False,,False,74.0,2,2.0,70.2439,True,True,True,87.0,False
False,0.1,True,34.0,6,,70.2439,False,True,True,47.0,False
False,,True,28.0,5,8.0,70.2439,True,True,True,35.0,False
True,0.1,False,11.0,9,,70.2439,False,False,True,21.0,False
False,,True,36.0,3,5.0,70.2439,True,False,True,51.0,False
False,0.5,False,37.0,5,,70.2439,False,True,False,53.0,False
False,,True,36.0,3,5.0,70.2439,True,False,False,51.0,False
False,,True,28.0,5,8.0,70.2439,True,True,False,35.0,False
True,0.1,False,11.0,9,,70.2439,False,True,True,21.0,False
False,,True,43.0,3,6.0,70.2439,True,False,True,54.0,False
False,,False,36.0,3,5.0,70.2439,True,True,True,51.0,False
True,0.5,True,12.0,9,,70.2439,False,False,False,23.0,False
False,0.5,True,37.0,5,,70.2439,False,False,False,53.0,False
True,0.5,False,12.0,8,,70.2439,False,True,True,23.0,False
False,,True,43.0,3,6.0,70.2439,True,True,False,54.0,False
True,,True,18.0,1,5.0,70.2439,True,True,False,35.0,False
True,0.1,False,11.0,9,,70.2439,False,True,False,21.0,False
True,0.1,True,11.0,9,,70.2439,False,True,False,21.0,False
False,,True,36.0,3,5.0,70.2439,True,True,True,51.0,False
True,0.5,False,12.0,8,,70.2439,False,False,True,23.0,False
False,,False,36.0,4,6.0,70.2439,True,False,False,46.0,False
True,,True,18.0,1,5.0,70.2439,True,False,False,35.0,False
True,0.4,False,12.0,8,,70.2439,False,False,True,23.0,False
True,0.1,True,11.0,9,,70.2439,False,False,True,21.0,False
False,,True,28.0,5,8.0,70.2439,True,False,True,35.0,False
True,0.1,True,11.0,9,,70.2439,False,False,False,21.0,False
False,,False,36.0,3,5.0,70.2439,True,False,True,51.0,False
False,,False,34.0,2,7.0,70.2439,True,False,False,47.0,False
False,0.1,False,34.0,6,,70.2439,False,False,True,47.0,False
True,0.1,False,11.0,9,,70.2439,False,False,False,21.0,False
False,,True,43.0,3,6.0,70.2439,True,False,False,54.0,False
False,,False,34.0,2,7.0,70.2439,True,True,True,47.0,False
True,0.4,True,12.0,8,,70.2439,False,True,True,23.0,False
False,0.5,True,37.0,5,,70.2439,False,True,True,53.0,False
True,,False,18.0,1,5.0,70.2439,True,True,True,35.0,False
True,,False,18.0,1,5.0,70.2439,True,True,False,35.0,False
True,,False,18.0,1,5.0,70.2439,True,False,True,35.0,False
False,,True,36.0,3,5.0,70.2439,True,True,False,51.0,False
False,0.5,True,37.0,5,,70.2439,False,False,True,53.0,False
True,0.5,True,12.0,9,,70.2439,False,True,False,23.0,False
False,,False,36.0,4,6.0,70.2439,True,False,True,46.0,False
False,0.5,False,37.0,5,,70.2439,False,False,False,53.0,False
True,,True,18.0,1,5.0,70.2439,True,True,True,35.0,False
False,,False,74.0,2,2.0,70.2439,True,False,True,87.0,False
True,0.4,True,12.0,8,,70.2439,False,False,True,23.0,False
True,0.5,False,12.0,9,,70.2439,False,False,False,23.0,False
True,,True,18.0,1,5.0,70.2439,True,False,True,35.0,False
False,,False,74.0,2,2.0,70.2439,True,False,False,87.0,False
False,,False,36.0,3,5.0,70.2439,True,True,False,51.0,False
True,0.5,True,12.0,8,,70.2439,False,False,True,23.0,False
False,,False,34.0,2,7.0,70.2439,True,True,False,47.0,False
False,,True,43.0,3,6.0,70.2439,True,True,True,54.0,False
False,,False,36.0,3,5.0,70.2439,True,False,False,51.0,False
True,0.5,False,12.0,9,,70.2439,False,True,False,23.0,False
False,,False,36.0,4,6.0,70.2439,True,True,False,46.0,False
True,0.4,False,12.0,8,,70.2439,False,True,True,23.0,False
False,,False,36.0,4,6.0,70.2439,True,True,True,46.0,False
False,0.1,True,34.0,6,,70.2439,False,False,True,47.0,False
True,,False,18.0,1,5.0,70.2439,True,False,False,35.0,False
True,,False,23.0,3,6.0,70.7317,True,True,True,45.0,False
False,0.8,False,31.0,9,,70.7317,False,False,False,41.0,False
True,0.2,True,11.0,9,,70.7317,False,True,False,21.0,False
False,0.3,True,40.0,4,,70.7317,False,True,True,56.0,False
False,0.2,False,30.0,8,,70.7317,False,True,False,39.0,False
True,0.1,True,16.0,4,,70.7317,False,False,True,31.0,False
False,0.6,True,31.0,9,,70.7317,False,True,False,41.0,False
False,0.8,False,31.0,9,,70.7317,False,False,True,41.0,False
False,,True,44.0,1,2.0,70.7317,True,False,False,60.0,False
False,0.4,False,40.0,4,,70.7317,False,True,False,56.0,False
True,0.1,True,16.0,4,,70.7317,False,True,True,31.0,False
False,,True,44.0,1,2.0,70.7317,True,True,False,60.0,False
False,0.5,False,31.0,9,,70.7317,False,False,False,41.0,False
False,,False,28.0,5,8.0,70.7317,True,False,True,35.0,False
True,,False,23.0,3,6.0,70.7317,True,False,False,45.0,False
False,0.6,False,31.0,9,,70.7317,False,True,False,41.0,False
False,0.7,False,31.0,9,,70.7317,False,True,True,41.0,False
True,0.2,False,17.0,4,,70.7317,False,False,False,33.0,False
True,0.5,True,12.0,9,,70.7317,False,True,True,23.0,False
True,0.5,True,12.0,9,,70.7317,False,False,True,23.0,False
False,0.5,False,31.0,9,,70.7317,False,True,False,41.0,False
True,0.2,False,11.0,9,,70.7317,False,True,True,21.0,False
False,0.4,False,31.0,8,,70.7317,False,False,False,41.0,False
False,0.6,False,31.0,9,,70.7317,False,False,False,41.0,False
False,0.1,False,34.0,6,,70.7317,False,True,False,47.0,False
True,,True,30.0,1,6.0,70.7317,True,False,False,59.0,False
False,0.5,True,31.0,9,,70.7317,False,False,False,41.0,False
True,,True,30.0,1,6.0,70.7317,True,True,False,59.0,False
False,0.3,True,34.0,6,,70.7317,False,True,True,47.0,False
False,0.8,True,31.0,9,,70.7317,False,False,True,41.0,False
False,,False,43.0,3,6.0,70.7317,True,False,False,54.0,False
True,0.2,True,11.0,9,,70.7317,False,False,True,21.0,False
False,0.4,False,37.0,5,,70.7317,False,True,False,53.0,False
True,,False,23.0,3,6.0,70.7317,True,True,False,45.0,False
False,0.3,False,40.0,4,,70.7317,False,False,True,56.0,False
False,0.3,True,37.0,5,,70.7317,False,True,True,53.0,False
False,0.4,True,37.0,5,,70.7317,False,True,False,53.0,False
False,0.4,False,40.0,4,,70.7317,False,False,True,56.0,False
False,0.2,False,30.0,8,,70.7317,False,True,True,39.0,False
True,0.2,False,11.0,9,,70.7317,False,False,False,21.0,False
False,0.5,True,40.0,4,,70.7317,False,True,False,56.0,False
False,,False,28.0,5,8.0,70.7317,True,True,False,35.0,False
True,0.2,True,11.0,9,,70.7317,False,False,False,21.0,False
False,,False,31.0,9,,70.7317,False,False,False,41.0,True
False,0.2,True,30.0,8,,70.7317,False,False,False,39.0,False
False,0.5,True,31.0,8,,70.7317,False,True,False,41.0,False
False,0.1,True,34.0,6,,70.7317,False,True,False,47.0,False
False,0.8,True,31.0,9,,70.7317,False,True,True,41.0,False
False,0.2,False,34.0,6,,70.7317,False,False,False,47.0,False
False,0.8,False,31.0,9,,70.7317,False,True,True,41.0,False
False,0.9,False,31.0,9,,70.7317,False,True,False,41.0,False
False,0.5,False,31.0,8,,70.7317,False,True,False,41.0,False
False,0.5,False,40.0,4,,70.7317,False,False,False,56.0,False
True,0.5,False,12.0,9,,70.7317,False,False,True,23.0,False
False,0.6,False,31.0,9,,70.7317,False,False,True,41.0,False
False,0.3,True,40.0,4,,70.7317,False,False,False,56.0,False
False,,False,28.0,5,8.0,70.7317,True,True,True,35.0,False
False,0.3,True,37.0,5,,70.7317,False,False,True,53.0,False
False,0.6,True,31.0,9,,70.7317,False,True,True,41.0,False
False,0.1,False,34.0,6,,70.7317,False,False,False,47.0,False
True,0.1,True,17.0,4,,70.7317,False,False,False,33.0,False
True,0.2,True,11.0,9,,70.7317,False,True,True,21.0,False
True,0.5,False,12.0,9,,70.7317,False,True,True,23.0,False
True,,False,30.0,1,6.0,70.7317,True,False,True,59.0,False
False,0.4,True,37.0,5,,70.7317,False,False,False,53.0,False
False,0.3,False,34.0,6,,70.7317,False,False,True,47.0,False
True,0.2,True,17.0,4,,70.7317,False,False,False,33.0,False
False,0.5,False,31.0,8,,70.7317,False,False,False,41.0,False
False,0.4,True,40.0,4,,70.7317,False,True,True,56.0,False
False,,False,31.0,9,,70.7317,False,True,False,41.0,True
False,0.3,False,37.0,5,,70.7317,False,True,True,53.0,False
True,,True,30.0,1,6.0,70.7317,True,True,True,59.0,False
False,,True,28.0,2,4.0,70.7317,True,True,True,35.0,False
False,0.2,False,34.0,6,,70.7317,False,False,True,47.0,False
True,0.2,True,17.0,4,,70.7317,False,True,False,33.0,False
False,0.7,True,31.0,9,,70.7317,False,False,False,41.0,False
False,0.5,True,40.0,4,,70.7317,False,True,True,56.0,False
True,,True,30.0,1,6.0,70.7317,True,False,True,59.0,False
False,0.4,True,31.0,8,,70.7317,False,False,False,41.0,False
True,0.2,False,19.0,4,,70.7317,False,True,True,37.0,False
True,0.2,True,19.0,4,,70.7317,False,False,True,37.0,False
False,0.2,True,34.0,6,,70.7317,False,False,True,47.0,False
False,0.9,True,31.0,9,,70.7317,False,True,True,41.0,False
False,,False,43.0,3,6.0,70.7317,True,True,False,54.0,False
False,0.9,False,31.0,9,,70.7317,False,False,False,41.0,False
False,0.3,False,37.0,5,,70.7317,False,False,False,53.0,False
False,,True,28.0,2,4.0,70.7317,True,False,True,35.0,False
False,0.9,False,31.0,9,,70.7317,False,True,True,41.0,False
True,0.1,False,17.0,4,,70.7317,False,False,False,33.0,False
False,0.2,True,34.0,6,,70.7317,False,True,False,47.0,False
False,0.7,False,31.0,9,,70.7317,False,False,False,41.0,False
False,,False,43.0,3,6.0,70.7317,True,False,True,54.0,False
False,0.2,True,30.0,8,,70.7317,False,True,True,39.0,False
False,0.2,False,34.0,6,,70.7317,False,True,True,47.0,False
False,0.4,True,31.0,8,,70.7317,False,True,False,41.0,False
True,,True,23.0,3,6.0,70.7317,True,True,True,45.0,False
True,,True,23.0,3,6.0,70.7317,True,True,False,45.0,False
False,0.9,False,31.0,9,,70.7317,False,False,True,41.0,False
False,0.7,True,31.0,9,,70.7317,False,True,False,41.0,False
False,,False,43.0,3,6.0,70.7317,True,True,True,54.0,False
False,0.5,True,31.0,9,,70.7317,False,True,False,41.0,False
False,0.4,False,40.0,4,,70.7317,False,True,True,56.0,False
False,0.3,True,40.0,4,,70.7317,False,False,True,56.0,False
False,0.2,False,30.0,8,,70.7317,False,False,True,39.0,False
True,0.2,False,11.0,9,,70.7317,False,False,True,21.0,False
True,0.2,False,11.0,9,,70.7317,False,True,False,21.0,False
False,,True,28.0,4,8.0,70.7317,True,False,False,35.0,False
False,,False,28.0,5,8.0,70.7317,True,False,False,35.0,False
False,0.9,True,31.0,9,,70.7317,False,False,False,41.0,False
False,0.4,False,37.0,5,,70.7317,False,False,True,53.0,False
False,0.6,True,31.0,9,,70.7317,False,False,True,41.0,False
False,0.3,False,40.0,4,,70.7317,False,True,False,56.0,False
True,,False,30.0,1,6.0,70.7317,True,True,False,59.0,False
False,0.8,False,31.0,9,,70.7317,False,True,False,41.0,False
True,,False,30.0,1,6.0,70.7317,True,True,True,59.0,False
True,,True,23.0,3,6.0,70.7317,True,False,False,45.0,False
False,0.9,True,31.0,9,,70.7317,False,False,True,41.0,False
False,0.2,False,30.0,8,,70.7317,False,False,False,39.0,False
False,0.2,False,34.0,6,,70.7317,False,True,False,47.0,False
False,0.5,False,40.0,4,,70.7317,False,True,False,56.0,False
False,0.6,False,31.0,9,,70.7317,False,True,True,41.0,False
False,0.9,True,31.0,9,,70.7317,False,True,False,41.0,False
False,0.5,False,40.0,4,,70.7317,False,False,True,56.0,False
False,0.5,True,40.0,4,,70.7317,False,False,False,56.0,False
False,0.7,False,31.0,9,,70.7317,False,False,True,41.0,False
False,0.1,True,34.0,6,,70.7317,False,False,False,47.0,False
False,0.5,True,40.0,4,,70.7317,False,False,True,56.0,False
True,0.1,False,17.0,4,,70.7317,False,True,False,33.0,False
False,0.3,False,40.0,4,,70.7317,False,False,False,56.0,False
False,0.7,False,31.0,9,,70.7317,False,True,False,41.0,False
False,0.2,True,30.0,8,,70.7317,False,True,False,39.0,False
False,,True,44.0,1,2.0,70.7317,True,False,True,60.0,False
False,0.5,True,31.0,8,,70.7317,False,False,False,41.0,False
False,0.7,True,31.0,9,,70.7317,False,False,True,41.0,False
False,,True,31.0,9,,70.7317,False,True,False,41.0,True
False,0.3,False,40.0,4,,70.7317,False,True,True,56.0,False
False,0.3,False,37.0,5,,70.7317,False,True,False,53.0,False
False,0.3,False,34.0,6,,70.7317,False,True,True,47.0,False
False,0.3,True,40.0,4,,70.7317,False,True,False,56.0,False
False,0.2,True,34.0,6,,70.7317,False,False,False,47.0,False
False,0.4,True,40.0,4,,70.7317,False,False,True,56.0,False
False,0.3,False,34.0,6,,70.7317,False,True,False,47.0,False
False,0.5,False,40.0,4,,70.7317,False,True,True,56.0,False
False,0.4,True,40.0,4,,70.7317,False,True,False,56.0,False
True,0.1,False,16.0,4,,70.7317,False,True,True,31.0,False
False,0.4,False,37.0,5,,70.7317,False,False,False,53.0,False
False,0.6,True,31.0,9,,70.7317,False,False,False,41.0,False
False,0.3,True,37.0,5,,70.7317,False,True,False,53.0,False
False,0.3,True,37.0,5,,70.7317,False,False,False,53.0,False
True,,False,23.0,3,6.0,70.7317,True,False,True,45.0,False
False,0.2,True,34.0,6,,70.7317,False,True,True,47.0,False
False,0.3,True,34.0,6,,70.7317,False,False,True,47.0,False
False,0.8,True,31.0,9,,70.7317,False,False,False,41.0,False
False,,True,28.0,4,8.0,70.7317,True,False,True,35.0,False
False,0.7,True,31.0,9,,70.7317,False,True,True,41.0,False
False,0.4,True,37.0,5,,70.7317,False,False,True,53.0,False
False,0.3,False,37.0,5,,70.7317,False,False,True,53.0,False
False,0.4,True,37.0,5,,70.7317,False,True,True,53.0,False
True,0.2,False,17.0,4,,70.7317,False,True,False,33.0,False
False,0.3,True,34.0,6,,70.7317,False,True,False,47.0,False
False,0.2,True,30.0,8,,70.7317,False,False,True,39.0,False
False,0.3,True,34.0,6,,70.7317,False,False,False,47.0,False
False,,True,28.0,4,8.0,70.7317,True,True,True,35.0,False
False,0.3,False,34.0,6,,70.7317,False,False,False,47.0,False
False,0.8,True,31.0,9,,70.7317,False,True,False,41.0,False
False,,True,28.0,2,4.0,70.7317,True,False,False,35.0,False
False,,True,44.0,1,2.0,70.7317,True,True,True,60.0,False
True,0.2,False,19.0,4,,70.7317,False,False,True,37.0,False
False,0.4,True,40.0,4,,70.7317,False,False,False,56.0,False
False,0.4,False,37.0,5,,70.7317,False,True,True,53.0,False
False,0.4,False,40.0,4,,70.7317,False,False,False,56.0,False
True,0.1,False,16.0,4,,70.7317,False,False,True,31.0,False
False,0.4,False,31.0,8,,70.7317,False,True,False,41.0,False
False,,True,28.0,4,8.0,70.7317,True,True,False,35.0,False
True,,True,23.0,3,6.0,70.7317,True,False,True,45.0,False
False,,True,28.0,2,4.0,70.7317,True,True,False,35.0,False
True,,False,30.0,1,6.0,70.7317,True,False,False,59.0,False
False,,True,31.0,9,,70.7317,False,False,False,41.0,True
True,0.1,True,17.0,4,,70.7317,False,True,False,33.0,False
True,0.2,True,19.0,4,,70.7317,False,True,True,37.0,False
False,0.3,True,34.0,7,,71.2195,False,True,True,47.0,False
False,0.4,False,34.0,7,,71.2195,False,False,False,47.0,False
False,0.4,False,31.0,8,,71.2195,False,True,True,41.0,False
False,0.5,False,34.0,6,,71.2195,False,False,False,47.0,False
False,,False,62.0,5,,71.2195,False,True,False,80.0,True
False,0.3,False,30.0,8,,71.2195,False,False,True,39.0,False
False,0.5,False,31.0,8,,71.2195,False,False,True,41.0,False
False,0.8,False,62.0,5,,71.2195,False,True,True,80.0,False
False,0.9,True,34.0,7,,71.2195,False,True,True,47.0,False
False,0.3,True,30.0,8,,71.2195,False,True,True,39.0,False
False,0.3,False,30.0,8,,71.2195,False,False,False,39.0,False
False,0.1,False,34.0,7,,71.2195,False,False,True,47.0,False
False,0.1,False,34.0,7,,71.2195,False,True,False,47.0,False
False,0.4,True,34.0,7,,71.2195,False,True,False,47.0,False
False,0.9,False,34.0,7,,71.2195,False,False,True,47.0,False
False,0.6,True,34.0,7,,71.2195,False,False,True,47.0,False
False,0.9,False,62.0,5,,71.2195,False,False,True,80.0,False
False,0.5,True,31.0,8,,71.2195,False,True,True,41.0,False
False,0.1,True,34.0,7,,71.2195,False,False,False,47.0,False
False,,True,31.0,3,8.0,71.2195,True,False,False,41.0,False
False,0.1,True,39.0,4,,71.2195,False,True,True,54.0,False
True,,False,31.0,1,7.0,71.2195,True,False,True,61.0,False
False,0.4,False,34.0,7,,71.2195,False,True,False,47.0,False
False,,False,28.0,4,8.0,71.2195,True,False,False,35.0,False
False,0.5,False,31.0,9,,71.2195,False,True,True,41.0,False
False,0.4,True,34.0,6,,71.2195,False,True,False,47.0,False
False,0.7,False,62.0,5,,71.2195,False,True,True,80.0,False
False,0.4,True,34.0,6,,71.2195,False,False,False,47.0,False
False,0.7,False,34.0,7,,71.2195,False,False,False,47.0,False
False,0.3,True,30.0,8,,71.2195,False,True,False,39.0,False
False,0.5,True,31.0,9,,71.2195,False,True,True,41.0,False
False,0.1,False,34.0,7,,71.2195,False,True,True,47.0,False
False,0.8,True,62.0,5,,71.2195,False,False,True,80.0,False
False,,False,28.0,2,4.0,71.2195,True,False,False,35.0,False
False,0.2,True,34.0,7,,71.2195,False,False,True,47.0,False
False,0.1,True,34.0,7,,71.2195,False,True,False,47.0,False
False,0.7,True,62.0,5,,71.2195,False,True,True,80.0,False
False,,True,31.0,3,8.0,71.2195,True,True,False,41.0,False
False,0.1,False,39.0,4,,71.2195,False,False,True,54.0,False
False,0.7,False,34.0,7,,71.2195,False,False,True,47.0,False
False,,True,34.0,7,,71.2195,False,True,False,47.0,True
False,0.2,False,30.0,9,,71.2195,False,True,True,39.0,False
False,0.9,False,34.0,7,,71.2195,False,True,False,47.0,False
False,0.2,False,34.0,7,,71.2195,False,True,False,47.0,False
False,0.8,False,34.0,7,,71.2195,False,False,True,47.0,False
True,,False,31.0,1,7.0,71.2195,True,False,False,61.0,False
False,0.8,True,34.0,7,,71.2195,False,True,False,47.0,False
False,0.9,True,34.0,7,,71.2195,False,True,False,47.0,False
False,0.4,True,34.0,6,,71.2195,False,False,True,47.0,False
False,0.7,False,34.0,7,,71.2195,False,True,True,47.0,False
False,,True,34.0,5,6.0,71.2195,True,True,True,42.0,False
False,0.5,False,34.0,7,,71.2195,False,True,False,47.0,False
False,0.2,False,30.0,9,,71.2195,False,False,True,39.0,False
True,0.4,False,12.0,9,,71.2195,False,True,False,23.0,False
False,0.4,False,34.0,6,,71.2195,False,True,True,47.0,False
True,0.4,False,12.0,9,,71.2195,False,False,False,23.0,False
False,,True,62.0,5,,71.2195,False,True,False,80.0,True
False,,False,28.0,4,8.0,71.2195,True,False,True,35.0,False
False,0.9,False,34.0,7,,71.2195,False,False,False,47.0,False
False,0.3,False,34.0,7,,71.2195,False,False,False,47.0,False
False,0.4,True,31.0,8,,71.2195,False,False,True,41.0,False
False,0.5,True,34.0,7,,71.2195,False,False,False,47.0,False
False,,False,28.0,2,4.0,71.2195,True,False,True,35.0,False
False,0.7,True,62.0,5,,71.2195,False,False,True,80.0,False
False,0.5,True,34.0,7,,71.2195,False,True,False,47.0,False
False,0.6,True,34.0,7,,71.2195,False,False,False,47.0,False
False,0.3,True,34.0,7,,71.2195,False,False,True,47.0,False
False,0.7,True,34.0,7,,71.2195,False,True,False,47.0,False
False,0.6,True,34.0,7,,71.2195,False,True,False,47.0,False
False,0.8,False,34.0,7,,71.2195,False,True,True,47.0,False
False,,True,34.0,5,6.0,71.2195,True,False,True,42.0,False
False,0.6,False,34.0,7,,71.2195,False,False,False,47.0,False
False,0.8,False,34.0,7,,71.2195,False,False,False,47.0,False
False,0.9,False,34.0,7,,71.2195,False,True,True,47.0,False
False,,False,44.0,1,2.0,71.2195,True,True,True,60.0,False
False,0.1,True,34.0,7,,71.2195,False,False,True,47.0,False
False,0.7,True,34.0,7,,71.2195,False,True,True,47.0,False
False,0.5,False,34.0,6,,71.2195,False,False,True,47.0,False
False,0.2,True,30.0,9,,71.2195,False,True,True,39.0,False
False,,False,44.0,1,2.0,71.2195,True,False,True,60.0,False
False,0.4,True,34.0,6,,71.2195,False,True,True,47.0,False
False,0.9,True,34.0,7,,71.2195,False,False,True,47.0,False
False,0.2,False,34.0,7,,71.2195,False,True,True,47.0,False
True,,True,31.0,1,7.0,71.2195,True,True,False,61.0,False
False,0.3,False,30.0,8,,71.2195,False,True,True,39.0,False
False,0.8,True,62.0,5,,71.2195,False,True,True,80.0,False
False,,True,34.0,5,6.0,71.2195,True,True,False,42.0,False
False,0.2,True,34.0,7,,71.2195,False,True,True,47.0,False
False,0.1,True,34.0,7,,71.2195,False,True,True,47.0,False
False,,True,34.0,5,6.0,71.2195,True,False,False,42.0,False
False,0.9,True,62.0,5,,71.2195,False,False,True,80.0,False
False,0.4,True,34.0,7,,71.2195,False,False,False,47.0,False
False,0.5,True,34.0,6,,71.2195,False,True,True,47.0,False
True,0.4,True,12.0,9,,71.2195,False,False,False,23.0,False
False,0.6,True,62.0,5,,71.2195,False,True,True,80.0,False
False,0.5,False,34.0,7,,71.2195,False,False,False,47.0,False
True,,True,31.0,1,7.0,71.2195,True,False,False,61.0,False
True,,False,31.0,1,7.0,71.2195,True,True,False,61.0,False
False,,True,34.0,7,,71.2195,False,False,False,47.0,True
False,,False,62.0,5,,71.2195,False,False,False,80.0,True
False,0.4,False,34.0,6,,71.2195,False,False,True,47.0,False
False,0.3,False,34.0,7,,71.2195,False,False,True,47.0,False
False,,False,28.0,4,8.0,71.2195,True,True,True,35.0,False
False,0.5,True,34.0,6,,71.2195,False,True,False,47.0,False
False,0.2,False,30.0,9,,71.2195,False,False,False,39.0,False
False,0.2,True,30.0,9,,71.2195,False,False,True,39.0,False
False,0.3,False,34.0,7,,71.2195,False,True,True,47.0,False
False,0.2,True,34.0,7,,71.2195,False,False,False,47.0,False
False,0.9,False,62.0,5,,71.2195,False,True,True,80.0,False
False,0.4,True,31.0,8,,71.2195,False,True,True,41.0,False
